graph,num_vertex,num_edge,degrees,girth,vertex_conn,edge_conn,components,components1,components2,tau_num_vertex,tau_num_edge,tau_min_degree,tau_max_degree,tau_avg_degree,tau_regularity,min_UECBOs,spectral_gap,expansion
EFzo,6,10,"4,4,3,3,3,3",3,3,3,1,2,2,72,204,5,6,5.66667,-1,82,3.06695,1.66667
EQ~o,6,10,"4,4,3,3,3,3",3,2,3,1,8,8,72,224,4,7,6.22222,-1,144,2.37228,1.33333
EUZw,6,10,"5,3,3,3,3,3",3,3,3,1,1,1,60,160,5,6,5.33333,-1,108,2.83146,1.66667
EUzo,6,10,"4,4,3,3,3,3",3,3,3,1,2,2,68,194,4,7,5.70588,-1,108,2.58655,1.33333
