ID	Staat	Bundesland	Regierungsbezirk	Landkreis	Verwaltungszusammenschluss	Ort	Ortsteil	Gemeindeteil	Ort2	Längengrad	Breitengrad	Autokennzeichen
13543	DE	RP	-	Landkreis Südliche Weinstraße	Verbandsgemeinde Edenkoben	Altdorf	-	-	-	8.21611	49.2872	SÜW
13544	DE	SH	-	Landkreis Rendsburg-Eckernförde	Amt Fockbek	Alt Duvenstedt	-	-	-	9.65	54.3667	RD
13545	DE	MV	-	Landkreis Rügen	Amt Südwest-Rügen	Altefähr	-	-	-	13.1167	54.3167	RÜG
13546	DE	BY	Oberpfalz	Landkreis Regensburg	Verwaltungsgemeinschaft Alteglofsheim	Alteglofsheim	-	-	-	12.2	48.9167	R
13547	DE	NW	Arnsberg	Märkischer Kreis	-	Altena	-	-	-	7.66667	51.3	MK
13548	DE	RP	-	Landkreis Ahrweiler	Verbandsgemeinde Altenahr	Altenahr	-	-	-	7	50.5167	AW
13549	DE	NI	-	Landkreis Goslar	Samtgemeinde Oberharz	Altenau	-	-	-	10.45	51.8	GS
13550	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Bad Münster am Stein-Ebernburg	Altenbamberg	-	-	-	7.83333	49.7833	KH
13551	DE	NW	Detmold	Landkreis Paderborn	-	Altenbeken	-	-	-	8.93333	51.7667	PB
13552	DE	SN	Dresden	Weißeritzkreis	-	Altenberg	-	-	-	13.7667	50.7667	DW
13553	DE	TH	-	Saale-Holzland-Kreis	Verwaltungsgemeinschaft Südliches Saaletal	Altenberga	-	-	-	11.5333	50.8333	SHK
13554	DE	NW	Münster	Landkreis Steinfurt	-	Altenberge	-	-	-	7.46667	52.05	ST
13555	DE	TH	-	Landkreis Saalfeld-Rudolstadt	Erfüllende Gemeinde Kaulsdorf	Altenbeuthen	-	-	-	11.6	50.6	SLF
13556	DE	ST	-	Landkreis Wernigerode	Verwaltungsgemeinschaft Brocken-Hochharz	Altenbrak	-	-	-	10.9333	51.7333	WR
13557	DE	BY	Unterfranken	Landkreis Miltenberg	Verwaltungsgemeinschaft Stadtprozelten	Altenbuch	-	-	-	9.40928	49.8265	MIL
13558	DE	TH	-	Landkreis Altenburger Land	-	Altenburg	-	-	-	12.4447	50.9884	ABG
13559	DE	RP	-	Rhein-Lahn-Kreis	Verbandsgemeinde Diez	Altendiez	-	-	-	7.98333	50.3667	EMS
13560	DE	BY	Oberfranken	Landkreis Bamberg	-	Altendorf	-	-	-	11.0167	49.8	BA
13561	DE	BY	Oberpfalz	Landkreis Schwandorf	-	Altendorf	-	-	-	12.2833	49.4	SAD
13562	DE	TH	-	Ilm-Kreis	Verwaltungsgemeinschaft Großbreitenbach	Altenfeld	-	-	-	10.9667	50.5667	IK
13563	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Altenglan	Altenglan	-	-	-	7.46667	49.55	KUS
13564	DE	TH	-	Unstrut-Hainich-Kreis	Verwaltungsgemeinschaft Unstrut-Hainich	Altengottern	-	-	-	10.5667	51.1667	UH
13565	DE	MV	-	Landkreis Demmin	Amt Kastorfer See	Altenhagen	-	-	-	13.1167	53.7667	DM
13566	DE	MV	-	Landkreis Bad Doberan	Amt Kröpelin	Altenhagen	-	-	-	11.8	54.0333	DBR
13567	DE	ST	-	Ohrekreis	Verwaltungsgemeinschaft Flechtingen	Altenhausen	-	-	-	11.25	52.25	OK
13568	DE	BB	-	Landkreis Barnim	Amt Joachimsthal (Schorfheide)	Altenhof	-	-	-	13.7167	52.9167	BAR
13569	DE	MV	-	Landkreis Müritz	Amt Röbel-Land	Altenhof	-	-	-	12.35	53.35	MÜR
13570	DE	SH	-	Landkreis Rendsburg-Eckernförde	Amt Windeby	Altenhof	-	-	-	9.86667	54.4333	RD
13571	DE	SH	-	Landkreis Rendsburg-Eckernförde	-	Altenholz	-	-	-	10.1333	54.4	RD
13572	DE	RP	-	Landkreis Altenkirchen/Westerwald	Verbandsgemeinde Altenkirchen	Altenkirchen	-	-	-	7.65	50.7	AK
13573	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Schönenberg-Kübelberg	Altenkirchen	-	-	-	7.31667	49.45	KUS
13574	DE	MV	-	Landkreis Rügen	Amt Wittow	Altenkirchen	-	-	-	13.3333	54.6333	RÜG
13575	DE	HE	Gießen	Lahn-Dill-Kreis	-	Braunfels	Altenkirchen	-	-	8.40715	50.4725	LDK
13576	DE	SH	-	Landkreis Ostholstein	Amt Ostholstein-Mitte	Altenkrempe	-	-	-	10.8333	54.1333	OH
13577	DE	BY	Oberfranken	Landkreis Lichtenfels	-	Altenkunstadt	-	-	-	11.25	50.1333	LIF
13578	DE	BY	Oberbayern	Landkreis Traunstein	-	Altenmarkt an der Alz	-	-	-	12.5333	48	TS
13579	DE	NI	-	Landkreis Uelzen	Samtgemeinde Bevensen	Altenmedingen	-	-	-	10.6	53.1333	UE
13580	DE	SH	-	Landkreis Steinburg	Amt Horst	Altenmoor	-	-	-	9.56667	53.7667	IZ
13581	DE	BY	Schwaben	Landkreis Augsburg	-	Altenmünster	-	-	-	10.6	48.4667	A
13582	DE	MV	-	Landkreis Nordvorpommern	Amt Altenpleen	Altenpleen	-	-	-	12.9333	54.35	NVP
13583	DE	BW	Stuttgart	Landkreis Esslingen	-	Altenriet	-	-	-	9.21667	48.5833	ES
13584	DE	ST	-	Burgenlandkreis	Verwaltungsgemeinschaft An der Finne	Altenroda	-	-	-	11.5667	51.25	BLK
13585	DE	ST	-	Altmarkkreis Salzwedel	Verwaltungsgemeinschaft Salzwedel-Land	Altensalzwedel	-	-	-	11.1833	52.7667	SAW
13586	DE	HE	Darmstadt	Wetteraukreis	-	Altenstadt	-	-	-	8.95	50.2833	FB
13587	DE	BY	Oberbayern	Landkreis Weilheim-Schongau	Verwaltungsgemeinschaft Altenstadt	Altenstadt	-	-	-	10.8667	47.8167	WM
13588	DE	BY	Schwaben	Landkreis Neu-Ulm	Verwaltungsgemeinschaft Altenstadt	Altenstadt	-	-	-	10.1167	48.1667	NU
13589	DE	BY	Oberpfalz	Landkreis Neustadt an der Waldnaab	-	Altenstadt an der Waldnaab	-	-	-	12.1667	49.72	NEW
13590	DE	BW	Karlsruhe	Landkreis Calw	-	Altensteig	-	-	-	8.6	48.5833	CW
13591	DE	BY	Oberpfalz	Landkreis Regensburg	Verwaltungsgemeinschaft Altenthann	Altenthann	-	-	-	12.3	49.1	R
13592	DE	MV	-	Landkreis Demmin	-	Altentreptow	-	-	-	13.25	53.6833	DM
13593	DE	ST	-	Landkreis Stendal	Verwaltungsgemeinschaft Arneburg-Goldbeck	Altenzaun	-	-	-	12.0333	52.75	SDL
13594	DE	RP	-	Rhein-Hunsrück-Kreis	Verbandsgemeinde Kastellaun	Alterkülz	-	-	-	7.46667	50.0333	SIM
13595	DE	ST	-	Landkreis Mansfelder Land	Verwaltungsgemeinschaft Wipper-Eine	Alterode	-	-	-	11.3833	51.6667	ML
13596	DE	TH	-	Landkreis Schmalkalden-Meiningen	Verwaltungsgemeinschaft Haselgrund	Altersbach	-	-	-	10.5333	50.7	SM
13597	DE	BY	Unterfranken	Landkreis Würzburg	-	Altertheim	-	-	-	9.75	49.7167	WÜ
13598	DE	BY	Niederbayern	Landkreis Landshut	Verwaltungsgemeinschaft Altfraunhofen	Altfraunhofen	-	-	-	12.1667	48.45	LA
13599	DE	BB	-	Landkreis Märkisch-Oderland	Amt Bad Freienwalde-Insel	Altglietzen	-	-	-	14.0833	52.8333	MOL
13600	DE	BB	-	Landkreis Oder-Spree	-	Rietz-Neuendorf	Alt Golm	-	-	14.1167	52.3	LOS
13601	DE	BY	Oberbayern	Landkreis Fürstenfeldbruck	-	Althegnenberg	-	-	-	11.0667	48.2333	FFB
13602	DE	BW	Tübingen	Alb-Donau-Kreis	Verwaltungsgemeinschaft Allmendingen	Altheim	-	-	-	9.76667	48.3333	UL
13603	DE	BW	Tübingen	Landkreis Biberach	Verwaltungsgemeinschaft Riedlingen	Altheim	-	-	-	9.45	48.15	BC
13604	DE	BW	Tübingen	Alb-Donau-Kreis	Verwaltungsgemeinschaft Langenau	Altheim (Alb)	-	-	-	10.0333	48.5833	UL
13605	DE	BW	Karlsruhe	Landkreis Calw	-	Althengstett	-	-	-	8.81667	48.7333	CW
13606	DE	RP	-	Landkreis Südwestpfalz	Verbandsgemeinde Zweibrücken-Land	Althornbach	-	-	-	7.36667	49.2	PS
13607	DE	BW	Stuttgart	Rems-Murr-Kreis	Verwaltungsgemeinschaft Backnang	Althütte	-	-	-	9.56667	48.9167	WN
13608	DE	BB	-	Landkreis Barnim	Amt Joachimsthal (Schorfheide)	Althüttendorf	-	-	-	13.8	52.9667	BAR
13609	DE	ST	-	Landkreis Bitterfeld	Verwaltungsgemeinschaft Raguhn	Altjeßnitz	-	-	-	12.3167	51.7	BTF
13610	DE	MV	-	Landkreis Güstrow	Amt Laage-Land	Alt Kätwin	-	-	-	12.3167	53.9667	GÜ
13611	DE	MV	-	Landkreis Güstrow	Amt Gnoien	Altkalen	-	-	-	12.75	53.9	GÜ
13612	DE	TH	-	Landkreis Altenburger Land	Verwaltungsgemeinschaft Altenburger Land	Altkirchen	-	-	-	12.3506	50.942	ABG
13613	DE	MV	-	Landkreis Ludwigslust	Amt Ludwigslust-Land	Alt Krenzlin	-	-	-	11.3	53.3167	LWL
13614	DE	BB	-	Landkreis Prignitz	Amt Pritzwalk-Land	Alt Krüssow	-	-	-	12.2667	53.15	PR
13615	DE	RP	-	Landkreis Cochem-Zell	Verbandsgemeinde Zell	Altlay	-	-	-	7.26667	49.9833	COC
13616	DE	RP	-	Landkreis Bad Dürkheim	Verbandsgemeinde Hettenleidelheim	Altleiningen	-	-	-	8.07333	49.5075	DÜW
13617	DE	BW	Karlsruhe	Rhein-Neckar-Kreis	Verwaltungsgemeinschaft Hockenheim	Altlußheim	-	-	-	8.49917	49.3017	HD
13618	DE	BB	-	Landkreis Märkisch-Oderland	-	Fichtenhöhe	Alt Mahlisch	-	-	14.4209	52.4641	MOL
13619	DE	BY	Oberbayern	Landkreis Eichstätt	-	Altmannstein	-	-	-	11.65	48.9	EI
13620	DE	ST	-	Altmarkkreis Salzwedel	Verwaltungsgemeinschaft Arendsee-Kalbe	Altmersleben	-	-	-	11.4333	52.6833	SAW
13621	DE	MV	-	Landkreis Nordwestmecklenburg	Amt Lübstorf/Alt Meteln	Alt Meteln	-	-	-	11.35	53.75	NWM
13622	DE	SN	Chemnitz	Landkreis Mittweida	-	Altmittweida	-	-	-	12.95	50.9667	MW
13623	DE	SH	-	Landkreis Herzogtum Lauenburg	Amt Breitenfelde	Alt Mölln	-	-	-	10.65	53.6167	RZ
13624	DE	BY	Oberbayern	Landkreis Altötting	-	Altötting	-	-	-	12.6833	48.2333	AÖ
13625	DE	BY	Oberbayern	Landkreis Dachau	-	Altomünster	-	-	-	11.25	48.3833	DAH
13626	DE	BB	-	Landkreis Märkisch-Oderland	-	Oderaue	Altreetz	-	-	14.1667	52.7667	MOL
13627	DE	MV	-	Landkreis Müritz	Amt Penzliner Land	Alt Rehse	-	-	-	13.1667	53.5	MÜR
13628	DE	RP	-	Landkreis Bernkastel-Wittlich	Verbandsgemeinde Wittlich-Land	Altrich	-	-	-	6.91667	49.95	WIL
13629	DE	RP	-	Rhein-Pfalz-Kreis	-	Altrip	-	-	-	8.49472	49.4356	LU
13630	DE	BB	-	Landkreis Dahme-Spreewald	Amt Märkische Heide	Alt-Schadow	-	-	-	13.95	52.1333	LDS
13631	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Neuerburg	Altscheid	-	-	-	6.4	50.0167	BIT
13632	DE	MV	-	Landkreis Müritz	Amt Waren-Land	Alt Schönau	-	-	-	12.7333	53.5833	MÜR
13633	DE	MV	-	Landkreis Müritz	Amt Malchow-Land	Alt Schwerin	-	-	-	12.3667	53.5167	MÜR
13634	DE	BW	Tübingen	Landkreis Ravensburg	-	Altshausen	-	-	-	9.53333	47.9333	RV
13635	DE	RP	-	Landkreis Cochem-Zell	Verbandsgemeinde Zell	Altstrimmig	-	-	-	7.3	50.1	COC
13636	DE	MV	-	Landkreis Güstrow	Amt Teterow-Land	Alt Sührkow	-	-	-	12.65	53.8	GÜ
13637	DE	MV	-	Landkreis Demmin	Amt Tutow	Alt Tellin	-	-	-	13.25	53.85	DM
13638	DE	BB	-	Landkreis Oberhavel	Amt Fürstenberg	Altthymen	-	-	-	13.1667	53.2333	OHV
13639	DE	BB	-	Landkreis Märkisch-Oderland	Amt Golzow	Alt Tucheband	-	-	-	14.5301	52.5214	MOL
13640	DE	BY	Schwaben	Landkreis Oberallgäu	-	Altusried	-	-	-	10.2167	47.8	OA
13641	DE	MV	-	Landkreis Uecker-Randow	Amt Ueckermünde-Land	Altwarp	-	-	-	14.2833	53.75	UER
13642	DE	RP	-	Rhein-Hunsrück-Kreis	Verbandsgemeinde Simmern (Hunsrück)	Altweidelbach	-	-	-	7.56667	49.9833	SIM
13643	DE	MV	-	Landkreis Uecker-Randow	Amt Ferdinandshof	Altwigshagen	-	-	-	13.8333	53.7	UER
13644	DE	MV	-	Landkreis Ludwigslust	Amt Hagenow-Land	Alt Zachun	-	-	-	11.3333	53.4833	LWL
13645	DE	BB	-	Landkreis Dahme-Spreewald	Amt Oberspreewald	Alt Zauche	-	-	-	14.0167	51.9167	LDS
13646	DE	SH	-	Landkreis Segeberg	Amt Kaltenkirchen-Land	Alveslohe	-	-	-	9.91667	53.7833	SE
13647	DE	BY	Unterfranken	Landkreis Aschaffenburg	-	Alzenau in Unterfranken	-	-	-	9.06667	50.0833	AB
13648	DE	RP	-	Landkreis Alzey-Worms	-	Alzey	-	-	-	8.11611	49.7517	AZ
13649	DE	BY	Schwaben	Landkreis Unterallgäu	Verwaltungsgemeinschaft Türkheim	Amberg	-	-	-	10.6833	48.0667	MN
13650	DE	BY	Oberpfalz	Kreisfreie Stadt Amberg	-	Amberg	-	-	-	11.8622	49.4414	AM
13651	DE	NI	-	Landkreis Lüneburg	Samtgemeinde Amelinghausen	Amelinghausen	-	-	-	10.2167	53.1167	LG
13652	DE	BY	Oberbayern	Landkreis Rosenheim	-	Amerang	-	-	-	12.3167	48	RO
13653	DE	BY	Schwaben	Landkreis Donau-Ries	Verwaltungsgemeinschaft Ries	Amerdingen	-	-	-	10.4833	48.7333	DON
13654	DE	ST	-	Landkreis Aschersleben-Staßfurt	Verwaltungsgemeinschaft Staßfurt	Amesdorf	-	-	-	11.6	51.7667	ASL
13655	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Neuerburg	Ammeldingen an der Our	-	-	-	6.25	49.9	BIT
13656	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Neuerburg	Ammeldingen bei Neuerburg	-	-	-	6.28333	50.05	BIT
13657	DE	BW	Tübingen	Landkreis Tübingen	-	Ammerbuch	-	-	-	8.96667	48.55	TÜ
13658	DE	BY	Mittelfranken	Landkreis Fürth	-	Ammerndorf	-	-	-	10.8667	49.4	FÜ
13659	DE	SH	-	Landkreis Stormarn	-	Ammersbek	-	-	-	10.2	53.7	OD
13660	DE	BY	Oberpfalz	Landkreis Amberg-Sulzbach	-	Ammerthal	-	-	-	11.75	49.4333	AS
13661	DE	HE	Gießen	Landkreis Marburg-Biedenkopf	-	Amöneburg	-	-	-	8.9	50.8	MR
13662	DE	BY	Unterfranken	Landkreis Miltenberg	-	Amorbach	-	-	-	9.22028	49.6442	MIL
13663	DE	BY	Oberbayern	Landkreis Mühldorf am Inn	-	Ampfing	-	-	-	12.4167	48.2667	MÜ
13664	DE	ST	-	Bördekreis	-	Oschersleben (Bode)	Ampfurth	-	-	11.3167	52.0667	BÖ
13665	DE	ST	-	Landkreis Mansfelder Land	Verwaltungsgemeinschaft Seegebiet Mansfelder Land	Amsdorf	-	-	-	11.7333	51.4667	ML
13666	DE	BW	Tübingen	Alb-Donau-Kreis	Verwaltungsgemeinschaft Lonsee-Amstetten	Amstetten	-	-	-	9.88333	48.5667	UL
13667	DE	NI	-	Landkreis Lüneburg	-	Amt Neuhaus	-	-	-	10.9333	53.25	LG
13668	DE	SN	Chemnitz	Mittlerer Erzgebirgskreis	-	Amtsberg	-	-	-	13.0056	50.75	MEK
13669	DE	BW	Tübingen	Landkreis Ravensburg	-	Amtzell	-	-	-	9.75	47.7	RV
13670	DE	BY	Oberbayern	Landkreis Starnberg	-	Andechs	-	-	-	11.1833	47.9833	STA
13671	DE	TH	-	Wartburgkreis	Verwaltungsgemeinschaft Oberes Feldatal	Andenhausen	-	-	-	10.0667	50.6667	WAK
13672	DE	ST	-	Landkreis Halberstadt	-	Huy	Anderbeck	-	-	10.9333	51.9833	HBS
13673	DE	NI	-	Landkreis Rotenburg (Wümme)	Samtgemeinde Selsingen	Anderlingen	-	-	-	9.3	53.3667	ROW
13674	DE	RP	-	Landkreis Mayen-Koblenz	-	Andernach	-	-	-	7.4	50.4333	MYK
13675	DE	NI	-	Landkreis Emsland	Samtgemeinde Freren	Andervenne	-	-	-	7.58333	52.5	EL
13676	DE	TH	-	Landkreis Sömmerda	Verwaltungsgemeinschaft Gera-Aue	Andisleben	-	-	-	10.9167	51.0833	SÖM
13677	DE	BW	Karlsruhe	Rhein-Neckar-Kreis	Verwaltungsgemeinschaft Sinsheim	Angelbachtal	-	-	-	8.78	49.2225	HD
13678	DE	HE	Gießen	Landkreis Marburg-Biedenkopf	-	Angelburg	-	-	-	8.45	50.8167	MR
13679	DE	TH	-	Ilm-Kreis	Verwaltungsgemeinschaft Geratal	Angelroda	-	-	-	10.8667	50.75	IK
13680	DE	BY	Oberbayern	Landkreis Berchtesgadener Land	-	Anger	-	-	-	12.85	47.8	BGL
13681	DE	BB	-	Landkreis Uckermark	-	Angermünde	-	-	-	14	53.0333	UM
13682	DE	ST	-	Ohrekreis	Verwaltungsgemeinschaft Elbe-Heide	Angern	-	-	-	11.7333	52.35	OK
13683	DE	ST	-	Saalkreis	Verwaltungsgemeinschaft Würde/Salza	Angersdorf	-	-	-	11.9167	51.4667	SK
13684	DE	RP	-	Landkreis Neuwied	Verbandsgemeinde Rengsdorf	Anhausen	-	-	-	7.55	50.5	NR
13685	DE	MV	-	Landkreis Müritz	Amt Penzliner Land	Ankershagen	-	-	-	12.9667	53.4833	MÜR
13686	DE	MV	-	Landkreis Ostvorpommern	-	Anklam	-	-	-	13.7	53.8667	OVP
13687	DE	NI	-	Landkreis Osnabrück	Samtgemeinde Bersenbrück	Ankum	-	-	-	7.88333	52.55	OS
13688	DE	SN	Chemnitz	Landkreis Annaberg	-	Annaberg-Buchholz	-	-	-	13	50.5667	ANA
13689	DE	ST	-	Landkreis Wittenberg	Verwaltungsgemeinschaft Annaburg-Prettin	Annaburg	-	-	-	13.0333	51.7333	WB
13690	DE	ST	-	Landkreis Mansfelder Land	-	Mansfeld	Annarode	-	-	11.4	51.55	ML
13691	DE	RP	-	Landkreis Südliche Weinstraße	Verbandsgemeinde Annweiler am Trifels	Annweiler am Trifels	-	-	-	7.96667	49.2	SÜW
13692	DE	TH	-	Unstrut-Hainich-Kreis	-	Anrode	-	-	-	10.3333	51.2667	UH
13693	DE	NW	Arnsberg	Landkreis Soest	-	Anröchte	-	-	-	8.33333	51.5667	SO
13694	DE	BY	Mittelfranken	Kreisfreie Stadt Ansbach	-	Ansbach	-	-	-	10.5833	49.3	AN
13695	DE	RP	-	Landkreis Mayen-Koblenz	Verbandsgemeinde Vordereifel	Anschau	-	-	-	7.1	50.3	MYK
13696	DE	BY	Oberbayern	Landkreis Weilheim-Schongau	Verwaltungsgemeinschaft Habach	Antdorf	-	-	-	11.3	47.75	WM
13697	DE	HE	Gießen	Vogelsbergkreis	-	Antrifttal	-	-	-	9.18333	50.7667	VB
13698	DE	RP	-	Landkreis Ahrweiler	Verbandsgemeinde Adenau	Antweiler	-	-	-	6.83333	50.4	AW
13699	DE	BY	Oberbayern	Landkreis Ebersberg	-	Anzing	-	-	-	11.85	48.15	EBE
13700	DE	NI	-	Landkreis Schaumburg	Samtgemeinde Rodenberg	Apelern	-	-	-	9.31588	52.3023	SHG
13701	DE	NI	-	Landkreis Ammerland	-	Apen	-	-	-	7.8	53.2167	WST
13702	DE	ST	-	Altmarkkreis Salzwedel	Verwaltungsgemeinschaft Beetzendorf-Diesdorf	Flecken Apenburg	-	-	-	11.2	52.7167	SAW
13703	DE	NI	-	Landkreis Stade	Samtgemeinde Apensen	Apensen	-	-	-	9.61667	53.4333	STD
13704	DE	BY	Oberbayern	Landkreis Landsberg am Lech	Verwaltungsgemeinschaft Reichling	Apfeldorf	-	-	-	10.9333	47.9	LL
13705	DE	TH	-	Landkreis Gotha	Verwaltungsgemeinschaft Nesse-Apfelstädt-Gemeinden	Apfelstädt	-	-	-	10.8833	50.9	GTH
13706	DE	BY	Schwaben	Landkreis Unterallgäu	Verwaltungsgemeinschaft Dirlewang	Apfeltrach	-	-	-	10.5	48.0167	MN
13707	DE	TH	-	Landkreis Weimarer Land	-	Apolda	-	-	-	11.5	51.0167	AP
13708	DE	NI	-	Landkreis Harburg	Samtgemeinde Hollenstedt	Appel	-	-	-	9.75	53.3833	WL
13709	DE	NI	-	Landkreis Cuxhaven	Samtgemeinde Beverstedt	Appeln	-	-	-	8.9	53.45	CUX
13710	DE	SH	-	Landkreis Pinneberg	-	Appen	-	-	-	9.73333	53.65	PI
13711	DE	RP	-	Landkreis Mainz-Bingen	Verbandsgemeinde Gau-Algesheim	Appenheim	-	-	-	8.03333	49.93	MZ
13712	DE	BW	Freiburg	Ortenaukreis	-	Appenweier	-	-	-	7.98333	48.5333	OG
13713	DE	RP	-	Landkreis Daun	Verbandsgemeinde Kelberg	Arbach	-	-	-	7.05	50.2833	DAU
13714	DE	BY	Mittelfranken	Landkreis Ansbach	-	Arberg	-	-	-	10.6167	49.15	AN
13715	DE	RP	-	Landkreis Ahrweiler	Verbandsgemeinde Adenau	Aremberg	-	-	-	6.8	50.4167	AW
13716	DE	ST	-	Altmarkkreis Salzwedel	Verwaltungsgemeinschaft Arendsee-Kalbe	Arendsee (Altmark)	-	-	-	11.4833	52.8667	SAW
13717	DE	RP	-	Landkreis Bernkastel-Wittlich	Verbandsgemeinde Wittlich-Land	Arenrath	-	-	-	6.73333	49.95	WIL
13718	DE	ST	-	Landkreis Köthen	-	Köthen (Anhalt)	Arensdorf	-	-	12.0167	51.7167	KÖT
13719	DE	TH	-	Landkreis Eichsfeld	Verwaltungsgemeinschaft Hanstein/Rusteberg	Arenshausen	-	-	-	9.96667	51.3833	EIC
13720	DE	BB	-	Landkreis Elbe-Elster	Amt Doberlug-Kirchhain und Umland	Arenzhain	-	-	-	13.5167	51.6667	EE
13721	DE	BY	Oberbayern	Landkreis Neuburg-Schrobenhausen	-	Aresing	-	-	-	11.3	48.5333	ND
13722	DE	NW	Arnsberg	Landkreis Siegen-Wittgenstein	-	Bad Berleburg	Arfeld	-	-	8.4329	51.0177	SI
13723	DE	RP	-	Landkreis Mayen-Koblenz	Verbandsgemeinde Vordereifel	Arft	-	-	-	7.08333	50.3833	MYK
13724	DE	BW	Tübingen	Landkreis Ravensburg	-	Argenbühl	-	-	-	9.93333	47.6667	RV
13725	DE	RP	-	Landkreis Bad Kreuznach	Verbandsgemeinde Rüdesheim	Argenschwang	-	-	-	7.7	49.8833	KH
13726	DE	RP	-	Rhein-Hunsrück-Kreis	Verbandsgemeinde Rheinböllen	Argenthal	-	-	-	7.6	49.9667	SIM
13727	DE	NI	-	Landkreis Holzminden	Samtgemeinde Stadtoldendorf	Arholzen	-	-	-	9.56667	51.8667	HOL
13728	DE	SH	-	Landkreis Dithmarschen	Amt Albersdorf	Arkebek	-	-	-	9.25	54.1667	HEI
13729	DE	SH	-	Landkreis Nordfriesland	Amt Hattstedt	Arlewatt	-	-	-	9.08333	54.5333	NF
13730	DE	RP	-	Landkreis Alzey-Worms	Verbandsgemeinde Wörrstadt	Armsheim	-	-	-	8.05667	49.8097	AZ
13731	DE	SH	-	Landkreis Segeberg	Amt Bad Bramstedt-Land	Armstedt	-	-	-	9.85	53.9667	SE
13732	DE	NI	-	Landkreis Cuxhaven	Samtgemeinde Börde-Lamstedt	Armstorf	-	-	-	9.06667	53.6	CUX
13733	DE	BY	Niederbayern	Landkreis Regen	-	Arnbruck	-	-	-	13	49.1333	REG
13734	DE	ST	-	Landkreis Stendal	Verwaltungsgemeinschaft Arneburg-Goldbeck	Arneburg	-	-	-	12	52.6667	SDL
13735	DE	NW	Arnsberg	Hochsauerlandkreis	-	Arnsberg	-	-	-	8.08333	51.3833	HSK
13736	DE	BY	Oberpfalz	Landkreis Cham	-	Arnschwang	-	-	-	12.8167	49.2667	CHA
13737	DE	SN	Dresden	Landkreis Kamenz	-	Arnsdorf	-	-	-	13.9833	51.1	KM
13738	DE	TH	-	Landkreis Saalfeld-Rudolstadt	Erfüllende Gemeinde Saalfeld	Arnsgereuth	-	-	-	11.3167	50.6167	SLF
13739	DE	RP	-	Westerwaldkreis	Verbandsgemeinde Wallmerod	Arnshöfen	-	-	-	7.86667	50.55	WW
13740	DE	TH	-	Ilm-Kreis	-	Arnstadt	-	-	-	10.95	50.8333	IK
13741	DE	ST	-	Landkreis Mansfelder Land	Verwaltungsgemeinschaft Wipper-Eine	Arnstedt	-	-	-	11.5	51.6833	ML
13742	DE	BY	Niederbayern	Landkreis Rottal-Inn	-	Arnstorf	-	-	-	12.8167	48.5667	PAN
13743	DE	SH	-	Landkreis Rendsburg-Eckernförde	Amt Aukrug	Arpsdorf	-	-	-	9.86667	54.0333	RD
13744	DE	BY	Oberpfalz	Landkreis Cham	-	Arrach	-	-	-	13	49.2	CHA
13745	DE	TH	-	Kyffhäuserkreis	-	Artern	-	-	-	11.3	51.3667	KYF
13746	DE	NI	-	Landkreis Lüneburg	Samtgemeinde Scharnebeck	Artlenburg	-	-	-	10.5	53.3667	LG
13747	DE	RP	-	Rhein-Lahn-Kreis	Verbandsgemeinde Bad Ems	Arzbach	-	-	-	7.75	50.3667	EMS
13748	DE	BY	Oberfranken	Landkreis Wunsiedel im Fichtelgebirge	-	Arzberg	-	-	-	12.2	50.0667	WUN
13749	DE	SN	Leipzig	Landkreis Torgau-Oschatz	-	Arzberg	-	-	-	13.1333	51.5333	TO
13750	DE	RP	-	Landkreis Bitburg-Prüm	Verbandsgemeinde Arzfeld	Arzfeld	-	-	-	6.26667	50.0833	BIT
13751	DE	RP	-	Landkreis Birkenfeld	Verbandsgemeinde Rhaunen	Asbach	-	-	-	7.28333	49.8167	BIR
13752	DE	RP	-	Landkreis Neuwied	Verbandsgemeinde Asbach	Asbach	-	-	-	7.41667	50.6667	NR
13753	DE	BY	Schwaben	Landkreis Donau-Ries	-	Asbach-Bäumenheim	-	-	-	10.8167	48.6833	DON
13754	DE	TH	-	Landkreis Eichsfeld	Verwaltungsgemeinschaft Uder	Asbach-Sickenberg	-	-	-	10.025	51.2833	EIC
13755	DE	BY	Niederbayern	Landkreis Straubing-Bogen	Verwaltungsgemeinschaft Mitterfels	Ascha	-	-	-	12.6333	49	SR
13756	DE	BY	Unterfranken	Kreisfreie Stadt Aschaffenburg	-	Aschaffenburg	-	-	-	9.14917	49.9739	AB
13757	DE	BY	Oberbayern	Landkreis Mühldorf am Inn	-	Aschau am Inn	-	-	-	12.35	48.2	MÜ
13758	DE	BY	Oberbayern	Landkreis Rosenheim	-	Aschau im Chiemgau	-	-	-	12.3167	47.7667	RO
13759	DE	RP	-	Landkreis Kusel	Verbandsgemeinde Wolfstein	Aschbach	-	-	-	7.58333	49.6	KUS
13760	DE	SH	-	Landkreis Plön	Amt Plön-Land	Ascheberg	-	-	-	10.3333	54.15	PLÖ
