geonameid	name	latitude	longitude	country	admin1	admin2	population	elevation	gtopo30	timezone
3039163	Sant Julià de Lòria	42.4637237004292	1.49128675460815	AD	Andorra		8022		1045	Europe/Andorra
3040051	Les Escaldes	42.5072869554153	1.53413772583008	AD	Andorra		15853		1350	Europe/Andorra
3040132	la Massana	42.5449866731324	1.51482582092285	AD	Andorra		7211		1257	Europe/Andorra
3040686	Encamp	42.5333333	1.5833333	AD	Encamp		11223		1571	Europe/Andorra
3041204	Canillo	42.5666667	1.6	AD	Canillo		3292		1655	Europe/Andorra
3041563	Andorra la Vella	42.5051514333831	1.51506185531616	AD	Andorra		20430		1011	Europe/Andorra
290594	Umm al Qaywayn	25.5652778	55.5533333	AE	Umm al Qaywayn		44411		8	Asia/Dubai
291074	Ra's al Khaymah	25.7911111	55.9427778	AE	Raʼs al Khaymah		115949		27	Asia/Dubai
291696	Khawr Fakkān	25.3391667	56.3561111	AE	Ash Shāriqah		33575		5	Asia/Dubai
292223	Dubai	25.2522222	55.28	AE	Dubayy		1137347		9	Asia/Dubai
292672	Sharjah	25.3622222	55.3911111	AE	Ash Shāriqah		543733		18	Asia/Dubai
292878	Al Fujayrah	25.1230556	56.3375	AE	Al Fujayrah		62415		15	Asia/Dubai
292913	Al `Ayn	24.1916667	55.7605556	AE	Abū Z̧aby		408733		280	Asia/Dubai
292932	`Ajmān	25.4061111	55.4427778	AE	‘Ajmān		226172		11	Asia/Dubai
292968	Abu Dhabi	24.4666667	54.3666667	AE	Abū Z̧aby		603492		14	Asia/Dubai
1120483	Kūhestān	34.6538889	61.1977778	AF	Herat Province		12087		734	Asia/Kabul
1120487	Tokzār	35.9488889	66.42	AF	Sar-e Pol		12021		1253	Asia/Kabul
1120711	Zendeh Jān	34.3455556	61.7316667	AF	Herat Province		10104		844	Asia/Kabul
1120863	Zarghūn Shahr	32.8472222	68.4458333	AF	Paktīkā		13737		2114	Asia/Kabul
1120879	Zareh Sharan	33.1466667	68.7916667	AF	Paktīkā		7366		2141	Asia/Kabul
1121271	Yengī Qal`eh	37.4672222	69.6091667	AF	Takhār		6541		481	Asia/Kabul
1122408	Tīr Pol	34.5952778	61.2669444	AF	Herat Province		6979		768	Asia/Kabul
1123004	تالقان	36.73	69.53	AF	Takhār		64256		790	Asia/Kabul
1123343	Tagow Bāy	35.7016667	66.0613889	AF	Sar-e Pol		9096		1845	Asia/Kabul
1123424	تگاب	34.85	69.64	AF	Kāpīsā		6400		1453	Asia/Kabul
1125155	شيندند	33.3	62.14	AF	Herat Province		29264		1071	Asia/Kabul
1125444	Sheberghān	36.6672222	65.7536111	AF	Jowzjān		55641		362	Asia/Kabul
1125896	Shāhrag	34.1083333	64.3033333	AF	Velāyat-e Ghowr		15967		2393	Asia/Kabul
1127110	Sar-e Pol	36.2155556	65.9363889	AF	Sar-e Pol		52121		629	Asia/Kabul
1127547	Sangīn	32.0733333	64.8338889	AF	Velāyat-e Helmand		13579		892	Asia/Kabul
1127628	Sang-e Chārak	35.8497222	66.4369444	AF	Sar-e Pol		15377		1547	Asia/Kabul
1127768	Samangān	36.2652778	68.0166667	AF	Velāyat-e Samangān		47823		960	Asia/Kabul
1128239	Rūdbār	30.15	62.6	AF	Velāyat-e Nīmrūz		11034		573	Asia/Kabul
1128265	Rostāq	37.1275	69.8305556	AF	Takhār		25636		1323	Asia/Kabul
1129516	Qarqīn	37.4127778	66.0472222	AF	Jowzjān		15018		250	Asia/Kabul
1129636	Qarchī Gak	37.0355556	66.7888889	AF	Velāyat-e Balkh		8942		298	Asia/Kabul
1129648	Qarāvol	37.2211111	68.78	AF	Kunduz Province		24544		327	Asia/Kabul
1129678	Qareh Bāgh	34.9405556	61.7775	AF	Herat Province		12412		950	Asia/Kabul
1130065	Qal`eh Shahr	35.5483333	65.5677778	AF	Sar-e Pol		7756		2159	Asia/Kabul
1130131	قلات	32.1	66.91	AF	Zabul Province		12191		1535	Asia/Kabul
1130490	Pol-e Khomrī	35.9425	68.7191667	AF	Velāyat-e Baghlān		56369		832	Asia/Kabul
1130497	پلٔ علم	33.98	69.03	AF	Lowgar		13247		1916	Asia/Kabul
1131162	Panjāb	34.3875	67.0233333	AF	Velāyat-e Bāmīān		13471		2707	Asia/Kabul
1131316	Paghmān	34.5875	68.9533333	AF	Kabul		49157		2276	Asia/Kabul
1131462	اروزگان	32.92	66.63	AF	Orūzgān Province		13388		2010	Asia/Kabul
1132495	Nahrīn	36.0652778	69.1338889	AF	Velāyat-e Baghlān		22363		1156	Asia/Kabul
1133270	Mīr Bachcheh Kowt	34.7488889	69.1191667	AF	Kabul		5405		1691	Asia/Kabul
1133310	Mīrābād	30.4352778	61.8347222	AF	Velāyat-e Nīmrūz		14160		499	Asia/Kabul
1133574	Mehtar Lām	34.6713889	70.2094444	AF	Laghmān		17345		768	Asia/Kabul
1133616	Mazār-e Sharīf	36.7069444	67.1122222	AF	Velāyat-e Balkh		303282		369	Asia/Kabul
1134720	لشكر گاه	31.58	64.36	AF	Velāyat-e Helmand		43934		775	Asia/Kabul
1134762	Lar Gerd	35.4897222	66.6636111	AF	Jowzjān		11635		1867	Asia/Kabul
1135158	Kūshk	33.2961111	61.9527778	AF	Herat Province		16952		1126	Asia/Kabul
1135689	Kondūz	36.72	68.86	AF	Kunduz Province		161902		394	Asia/Kabul
1136469	خوست	33.3380556	69.9202778	AF	Khowst		96123		1178	Asia/Kabul
1136575	Tāshqorghān	36.6952778	67.6980556	AF	Velāyat-e Balkh		64933		460	Asia/Kabul
1136863	Khāsh	31.5291667	62.7925	AF	Velāyat-e Nīmrūz		15133		578	Asia/Kabul
1137148	Khandūd	36.9488889	72.3169444	AF	Velāyat-e Badakhshān		5521		2918	Asia/Kabul
1137168	خان آباد	36.68	69.11	AF	Kunduz Province		71531		490	Asia/Kabul
1137807	Karokh	34.4791667	62.5869444	AF	Herat Province		17484		1309	Asia/Kabul
1138336	كندهار	31.61	65.7	AF	Velāyat-e Kandahār		391190		1015	Asia/Kabul
1138958	Kabul	34.5166667	69.1833333	AF	Kabul		3043532		1808	Asia/Kabul
1139085	Jorm	36.8666667	70.8344444	AF	Velāyat-e Badakhshān		12106		1508	Asia/Kabul
1139715	جلال آباد	34.42	70.45	AF	Velāyat-e Nangarhār		200331		573	Asia/Kabul
1139807	جبل السراج	35.11	69.23	AF	Parvān		15032		1561	Asia/Kabul
1140026	هرات	34.34	62.19	AF	Herat Province		272806		927	Asia/Kabul
1141540	Gereshk	31.8188889	64.5647222	AF	Velāyat-e Helmand		43588		844	Asia/Kabul
1141857	گرديز	33.59	69.22	AF	Paktia Province		103601		2279	Asia/Kabul
1142170	Feyẕābād	37.1175	70.5797222	AF	Velāyat-e Badakhshān		40276		1235	Asia/Kabul
1142239	Farkhār	36.5722222	69.8580556	AF	Takhār		10480		1135	Asia/Kabul
1142264	فراه	32.37	62.11	AF	Velāyat-e Farāh		43561		653	Asia/Kabul
1142404	Eslām Qal`eh	34.6666667	61.0666667	AF	Herat Province		18086		721	Asia/Kabul
1142545	Emām Şāḩeb	37.1822222	68.9125	AF	Kunduz Province		9659		340	Asia/Kabul
1143838	Dasht-e Archī	37.1333333	69.1666667	AF	Kunduz Province		8263		372	Asia/Kabul
1143874	Darẕāb	35.9783333	65.3791667	AF	Sar-e Pol		9642		1224	Asia/Kabul
1143901	Darvīshān	31.1333333	64.1925	AF	Velāyat-e Helmand		9012		719	Asia/Kabul
1144942	Chīras	35.4166667	65.9833333	AF	Sar-e Pol		12779		2828	Asia/Kabul
1145352	چاريكار	35.01	69.17	AF	Parvān		53676		1534	Asia/Kabul
1145866	چهار برج	34.24	62.19	AF	Herat Province		11935		967	Asia/Kabul
1146822	باسول	34.24	70.87	AF	Velāyat-e Nangarhār		6835		481	Asia/Kabul
1147066	Barakī Barak	33.9675	68.9486111	AF	Lowgar		22305		1937	Asia/Kabul
1147290	Balkh	36.7586111	66.8961111	AF	Velāyat-e Balkh		114883		328	Asia/Kabul
1147540	بغلان	36.12	68.7	AF	Velāyat-e Baghlān		108449		565	Asia/Kabul
1147851	ازرو	34.17	69.64	AF	Paktia Province		12526		2278	Asia/Kabul
1148106	Āt Khvājeh	37.0841667	69.4805556	AF	Takhār		18623		474	Asia/Kabul
1148205	اسمار	35.03	71.35	AF	Konar		15708		934	Asia/Kabul
1148268	Ashkāsham	36.6833333	71.5333333	AF	Velāyat-e Badakhshān		12120		3037	Asia/Kabul
1148658	Andkhvoy	36.9525	65.1236111	AF	Faryab Province		29208		319	Asia/Kabul
1148709	Anār Darreh	32.7622222	61.6525	AF	Velāyat-e Farāh		10023		801	Asia/Kabul
1149052	`Alāqehdārī Deh-e Shū	30.4347222	63.3072222	AF	Velāyat-e Helmand		9196		584	Asia/Kabul
1469706	Āchīn	34.12	70.7	AF	Velāyat-e Nangarhār		15098		997	Asia/Kabul
363243	Sarandë	39.8755556	20.0052778	AL	Qarku i Vlorës		15147		170	Europe/Tirane
781443	Tepelenë	40.2958333	20.0191667	AL	Qarku i Gjirokastrës		11955		112	Europe/Tirane
781979	Poliçan	40.6122222	20.0980556	AL	Qarku i Beratit		10663		407	Europe/Tirane
782061	Peshkopi	41.685	20.4288889	AL	Qarku i Dibrës		14848		718	Europe/Tirane
782070	Përmet	40.2336111	20.3516667	AL	Qarku i Gjirokastrës		10686		281	Europe/Tirane
782661	Kukës	42.0769444	20.4219444	AL	Qarku i Kukësit		17832		339	Europe/Tirane
782756	Korçë	40.6186111	20.7808333	AL	Qarku i Korçës		58259		876	Europe/Tirane
783059	Gramsh	40.8697222	20.1844444	AL	Qarku i Elbasanit		11556		342	Europe/Tirane
783148	Gjirokastër	40.0758333	20.1388889	AL	Qarku i Gjirokastrës		23437		213	Europe/Tirane
783259	Ersekë	40.3377778	20.6788889	AL	Qarku i Korçës		7890		1024	Europe/Tirane
783263	Elbasan	41.1125	20.0822222	AL	Qarku i Elbasanit		100903		126	Europe/Tirane
783408	Çorovodë	40.5041667	20.2272222	AL	Qarku i Beratit		14046		539	Europe/Tirane
783493	Burrel	41.6102778	20.0088889	AL	Qarku i Dibrës		15405		196	Europe/Tirane
783508	Bulqizë	41.4916667	20.2219444	AL	Qarku i Dibrës		11212		729	Europe/Tirane
783606	Bilisht	40.6275	20.99	AL	Qarku i Korçës		7114		946	Europe/Tirane
783708	Bajram Curri	42.3572222	20.0730556	AL	Qarku i Kukësit		7967		313	Europe/Tirane
832209	Librazhd-Qendër	41.1969444	20.3355556	AL	Qarku i Elbasanit		12691		436	Europe/Tirane
3183719	Vlorë	40.4666667	19.4897222	AL	Qarku i Vlorës		89546		58	Europe/Tirane
3183875	Tirana	41.3275	19.8188889	AL	Qarku i Tiranës		374801		103	Europe/Tirane
3184081	Shkodër	42.0682828884085	19.5125770568848	AL	21		88245		17	Europe/Tirane
3184099	Shijak	41.3455556	19.5672222	AL	Qarku i Durrësit		14138		57	Europe/Tirane
3184197	Selenicë	40.5305556	19.6358333	AL	Qarku i Vlorës		6912		113	Europe/Tirane
3184252	Rrogozhinë	41.0763889	19.6652778	AL	Qarku i Tiranës		5620		48	Europe/Tirane
3184264	Rrëshen	41.7675	19.8755556	AL	Qarku i Lezhës		10064		129	Europe/Tirane
3184290	Roskovec	40.7375	19.7022222	AL	Qarku i Fierit		6657		24	Europe/Tirane
3184388	Pukë	42.0444444	19.8997222	AL	Qarku i Shkodrës		6495		795	Europe/Tirane
3184497	Peqin	41.0461111	19.7511111	AL	Qarku i Elbasanit		7513		37	Europe/Tirane
3184517	Patos Fshat	40.6427778	19.6508333	AL	Qarku i Fierit		22679		118	Europe/Tirane
3184806	Mamurras	41.5775	19.6922222	AL	Qarku i Lezhës		8282		79	Europe/Tirane
3184862	Lushnjë	40.9419444	19.705	AL	Qarku i Fierit		41469		81	Europe/Tirane
3184935	Lezhë	41.7836111	19.6436111	AL	Qarku i Lezhës		18695		82	Europe/Tirane
3185012	Laç	41.6355556	19.7130556	AL	Qarku i Lezhës		24825		89	Europe/Tirane
3185060	Kuçovë	40.8002778	19.9166667	AL	Qarku i Beratit		18166		95	Europe/Tirane
3185082	Krujë	41.5091667	19.7927778	AL	Qarku i Durrësit		21286		870	Europe/Tirane
3185211	Kavajë	41.1855556	19.5569444	AL	Qarku i Tiranës		29354		10	Europe/Tirane
3185270	Kamëz	41.3816667	19.7602778	AL	Qarku i Tiranës		11026		73	Europe/Tirane
3185638	Fushë-Krujë	41.4783333	19.7177778	AL	Qarku i Durrësit		10458		41	Europe/Tirane
3185670	Fier-Çifçi	40.7166667	19.5666667	AL	Qarku i Fierit		60995		7	Europe/Tirane
3185728	Durrës	41.3230556	19.4413889	AL	Qarku i Durrësit		122034		-9999	Europe/Tirane
3185897	Cërrik	41.0316667	19.9758333	AL	Qarku i Elbasanit		14269		70	Europe/Tirane
3186084	Berat	40.7058333	19.9522222	AL	Qarku i Beratit		46866		69	Europe/Tirane
3186145	Ballsh	40.5988889	19.7347222	AL	Qarku i Fierit		10361		232	Europe/Tirane
174725	Vedi	39.9105556	44.7277778	AM	Ararat		12192		919	Asia/Yerevan
174726	Vayk'	39.6916667	45.4652778	AM	Vayotsʼ Dzor		5419		1360	Asia/Yerevan
174875	Kapan	39.2011111	46.415	AM	Syunikʼ		33160		822	Asia/Yerevan
174895	Goris	39.5077778	46.3386111	AM	Syunikʼ		20379		1363	Asia/Yerevan
174972	Hats'avan	39.4627778	45.9730556	AM	Syunikʼ		15208		1682	Asia/Yerevan
174979	Artashat	39.9538889	44.5505556	AM	Ararat		20562		837	Asia/Yerevan
174991	Ararat	39.8302778	44.7025	AM	Ararat		28832		813	Asia/Yerevan
616052	Yerevan	40.1811111	44.5136111	AM	Yerevan		1093485		1002	Asia/Yerevan
616062	Ejmiatsin	40.1727778	44.2925	AM	Armavir		49513		879	Asia/Yerevan
616065	Yeghvard	40.3216667	44.4813889	AM	Kotaykʼ		10705		1335	Asia/Yerevan
616108	Vardenis	40.1805556	45.7283333	AM	Gegharkʼunikʼ		11382		1944	Asia/Yerevan
616109	Vardenik	40.135	45.4363889	AM	Gegharkʼunikʼ		7709		2031	Asia/Yerevan
616178	Tashir	41.1244444	44.2819444	AM	Lorri		7318		1522	Asia/Yerevan
616199	Spitak	40.8372222	44.2675	AM	Armenia (general)		15059		1543	Asia/Yerevan
616250	Sevan	40.555	44.9536111	AM	Gegharkʼunikʼ		17083		1905	Asia/Yerevan
616255	Sarukhan	40.2891667	45.1341667	AM	Gegharkʼunikʼ		6173		1972	Asia/Yerevan
616328	Hoktember	40.1361111	44.0138889	AM	Armavir		5348		869	Asia/Yerevan
616333	Noyemberyan	41.1725	44.9936111	AM	Tavush		5119		857	Asia/Yerevan
616361	Noratus	40.3822222	45.1783333	AM	Gegharkʼunikʼ		5426		1935	Asia/Yerevan
616375	Nerk'in Getashen	40.1458333	45.2638889	AM	Armenia (general)		7010		1925	Asia/Yerevan
616417	Metsamor	40.0713889	44.2891667	AM	Armavir		8789		842	Asia/Yerevan
616435	Masis	40.0672222	44.4361111	AM	Ararat		18911		843	Asia/Yerevan
616438	Martuni	40.1447222	45.3063889	AM	Gegharkʼunikʼ		11037		1915	Asia/Yerevan
616530	Vanadzor	40.8127778	44.4883333	AM	Lorri		101098		1320	Asia/Yerevan
616576	Karanlukh	40.1044444	45.2897222	AM	Gegharkʼunikʼ		5104		2167	Asia/Yerevan
616599	Gavarr	40.3588889	45.1266667	AM	Gegharkʼunikʼ		21680		1982	Asia/Yerevan
616627	Ijevan	40.8755556	45.1491667	AM	Tavush		14737		755	Asia/Yerevan
616629	Hrazdan	40.5016667	44.7547222	AM	Kotaykʼ		40795		1735	Asia/Yerevan
616631	Armavir	40.1522222	44.0308333	AM	Armavir		25963		878	Asia/Yerevan
616635	Gyumri	40.7894444	43.8475	AM	Shirak		148381		1545	Asia/Yerevan
616697	Garrni	40.1194444	44.7230556	AM	Kotaykʼ		6827		1410	Asia/Yerevan
616752	Dilijan	40.7408333	44.8630556	AM	Tavush		13478		1345	Asia/Yerevan
616786	Chambarak	40.5952778	45.3475	AM	Gegharkʼunikʼ		6153		1852	Asia/Yerevan
616790	Byureghavan	40.3147222	44.5936111	AM	Kotaykʼ		6972		1411	Asia/Yerevan
616802	Berd	40.8808333	45.3916667	AM	Armenia (general)		8374		978	Asia/Yerevan
616877	Ashtarak	40.3016667	44.3591667	AM	Aragatsotn		18779		1190	Asia/Yerevan
616902	Armavir	40.0897222	44.0483333	AM	Armavir		2752		867	Asia/Yerevan
616953	Aparan	40.5961111	44.3536111	AM	Aragatsotn		5670		1899	Asia/Yerevan
616974	Alaverdi	41.1305556	44.6519444	AM	Lorri		13184		1296	Asia/Yerevan
616989	Akhuryan	40.7813889	43.8963889	AM	Armenia (general)		7672		1544	Asia/Yerevan
617026	Abovyan	40.2691667	44.6244444	AM	Kotaykʼ		35673		1408	Asia/Yerevan
3513090	Willemstad	12.1	-68.9166667	AN	Netherlands Antilles (general)		97590		1	America/Curacao
3513221	Sint Michiel Liber	12.15	-68.9833333	AN	Netherlands Antilles (general)		5138		1	America/Curacao
3513794	Cul de Sac	18.0333333	-63.0666667	AN	Netherlands Antilles (general)		8467		1	America/Curacao
145531	Saurimo	-9.65	20.4	AO	Lunda Sul		40498		1041	Africa/Luanda
145724	Lucapa	-8.4166667	20.75	AO	Lunda Norte		20115		929	Africa/Luanda
876177	Luau	-10.7	22.2333333	AO	Moxico		18465		1109	Africa/Luanda
876233	Leúa	-11.65	20.45	AO	Moxico		5168		1214	Africa/Luanda
2236568	Uíge	-7.6166667	15.05	AO	Uíge		60008		859	Africa/Luanda
2236967	Soyo	-6.1333333	12.3666667	AO	Zaire		67491		6	Africa/Luanda
2239001	N'zeto	-7.2333333	12.8666667	AO	Zaire		18352		8	Africa/Luanda
2239520	M'banza Congo	-6.2666667	14.25	AO	Zaire		24220		409	Africa/Luanda
2239862	Malanje	-9.5447222	16.3452778	AO	Malanje		87046		1156	Africa/Luanda
2240449	Luanda	-8.8383333	13.2344444	AO	Luanda		2776168		6	Africa/Luanda
2242001	Caxito	-8.58	13.6641667	AO	Bengo		28224		84	Africa/Luanda
2242885	Camabatela	-8.1833333	15.3666667	AO	Cuanza Norte		12837		1195	Africa/Luanda
2243271	Cabinda	-5.55	12.2	AO	Cabinda		66020		1	Africa/Luanda
3345497	Waku Kungo	-11.35	15.1166667	AO	Cuanza Sul		10970		1476	Africa/Luanda
3346015	Sumbe	-11.2	13.8333333	AO	Cuanza Sul		33277		-9999	Africa/Luanda
3346598	Quibala	-10.7333333	14.9833333	AO	Cuanza Sul		8915		1375	Africa/Luanda
3346821	Ondjiva	-17.0666667	15.7333333	AO	Cunene		10169		1099	Africa/Luanda
3347019	Namibe	-15.1961111	12.1522222	AO	Namibe		80149		9	Africa/Luanda
3347719	Luena	-11.7833333	19.9166667	AO	Moxico		21115		1330	Africa/Luanda
3347762	Lubango	-14.9166667	13.5	AO	Huíla		102541		1719	Africa/Luanda
3347853	Longonjo	-12.9066667	15.2533333	AO	Huambo		24346		1402	Africa/Luanda
3347939	Lobito	-12.3480556	13.5455556	AO	Benguela		207932		14	Africa/Luanda
3348078	Kuito	-12.3833333	16.9333333	AO	Bié		113624		1631	Africa/Luanda
3348313	Huambo	-12.7761111	15.7391667	AO	Huambo		226145		1723	Africa/Luanda
3349580	Chissamba	-12.1666667	17.3333333	AO	Bié		7677		1373	Africa/Luanda
3350246	Catumbela	-12.4313889	13.5472222	AO	Benguela		16977		31	Africa/Luanda
3350372	Catabola	-12.15	17.2833333	AO	Bié		18855		1524	Africa/Luanda
3351014	Camacupa	-12.0166667	17.4833333	AO	Bié		19150		1475	Africa/Luanda
3351024	Caluquembe	-13.7833333	14.6833333	AO	Huíla		30300		1769	Africa/Luanda
3351380	Caconda	-13.7333333	15.0666667	AO	Huíla		10549		1724	Africa/Luanda
3351500	Caála	-12.8525	15.5605556	AO	Huambo		21205		1747	Africa/Luanda
3351663	Benguela	-12.5783333	13.4072222	AO	Benguela		151226		30	Africa/Luanda
3427213	Zárate	-34.0922222	-59.035	AR	Buenos Aires		88781		27	America/Argentina/Buenos_Aires
3427833	Tandil	-37.3166667	-59.15	AR	Buenos Aires		104325		189	America/Argentina/Buenos_Aires
3428759	San Lorenzo	-28.1333333	-58.7666667	AR	Corrientes		47626		70	America/Argentina/Cordoba
3429577	Resistencia	-27.45	-58.9833333	AR	Chaco		387158		48	America/Argentina/Catamarca
3429594	Reconquista	-29.15	-59.65	AR	Santa Fe		90184		32	America/Argentina/Cordoba
3429886	Posadas	-27.3833333	-55.8833333	AR	Misiones		312060		54	America/Argentina/Buenos_Aires
3430340	Oberá	-27.4833333	-55.1333333	AR	Misiones		56528		302	America/Argentina/Buenos_Aires
3430443	Necochea	-38.55	-58.75	AR	Buenos Aires		80478		31	America/Argentina/Buenos_Aires
3430708	Mercedes	-34.6544444	-59.4344444	AR	Buenos Aires		52949		40	America/Argentina/Buenos_Aires
3430709	Mercedes	-29.2	-58.0833333	AR	Corrientes		30649		85	America/Argentina/Buenos_Aires
3430863	Mar del Plata	-38.0	-57.55	AR	Buenos Aires		553935		39	America/Argentina/Buenos_Aires
3430988	Luján	-34.5702778	-59.105	AR	Buenos Aires		81749		22	America/Argentina/Buenos_Aires
3431916	Larroque	-33.0333333	-59.0166667	AR	Entre Ríos		6200		58	America/Argentina/Buenos_Aires
3432043	La Plata	-34.9313889	-57.9488889	AR	Buenos Aires		694167		29	America/Argentina/Buenos_Aires
3433658	Gualeguaychú	-33.0102778	-58.5141667	AR	Entre Ríos		78676		15	America/Argentina/Buenos_Aires
3433663	Gualeguay	-33.1444444	-59.3291667	AR	Entre Ríos		33120		15	America/Argentina/Buenos_Aires
3433715	Goya	-29.1333333	-59.2666667	AR	Corrientes		70245		23	America/Argentina/Cordoba
3433899	Formosa	-26.1833333	-58.1833333	AR	Formosa		221383		55	America/Argentina/Catamarca
3435038	Dolores	-36.3333333	-57.6666667	AR	Buenos Aires		25190		9	America/Argentina/Buenos_Aires
3435217	Corrientes	-27.4666667	-58.8333333	AR	Corrientes		339067		52	America/Argentina/Catamarca
3435261	Concordia	-31.4	-58.0333333	AR	Entre Ríos		145210		22	America/Argentina/Buenos_Aires
3435264	Concepción del Uruguay	-32.4833333	-58.2283333	AR	Entre Ríos		67895		3	America/Argentina/Buenos_Aires
3435810	Campana	-34.1769444	-58.9208333	AR	Buenos Aires		81612		3	America/Argentina/Buenos_Aires
3435910	Buenos Aires	-34.5875	-58.6725	AR	Distrito Federal		13076300		14	America/Argentina/Buenos_Aires
3436199	Azul	-36.7833333	-59.85	AR	Buenos Aires		53941		137	America/Argentina/Buenos_Aires
3832694	Villa María	-32.4166667	-63.25	AR	Córdoba		92453		187	America/Argentina/Cordoba
3832778	Villa Constitución	-33.2333333	-60.3333333	AR	Santa Fe		44271		50	America/Argentina/Buenos_Aires
3832791	Villa Carlos Paz	-31.4	-64.5166667	AR	Córdoba		69451		686	America/Argentina/Cordoba
3832899	Viedma	-40.8	-63.0	AR	Río Negro		48940		12	America/Argentina/Buenos_Aires
3832934	Victoria	-32.6184122411498	-60.1547813415527	AR	Entre Ríos		25139		36	America/Argentina/Buenos_Aires
3833062	Venado Tuerto	-33.7497222	-61.9669444	AR	Santa Fe		72340		109	America/Argentina/Cordoba
3833112	Veinticinco de Mayo	-35.4280556	-60.1741667	AR	Buenos Aires		24668		59	America/Argentina/Buenos_Aires
3833367	Ushuaia	-54.8	-68.3	AR	Tierra del Fuego, Antártida e Islas del Atlántico Sur		58028		-9999	America/Argentina/Ushuaia
3833859	Tres Arroyos	-38.3833333	-60.2833333	AR	Buenos Aires		47136		100	America/Argentina/Buenos_Aires
3833883	Trelew	-43.248953896869	-65.3050518035889	AR	Chubut		93442		10	America/Argentina/Rio_Gallegos
3834601	Tartagal	-22.5333333	-63.8166667	AR	Salta		60819		468	America/Argentina/Jujuy
3835869	Santiago del Estero	-27.7833333	-64.2666667	AR	Santiago del Estero		354692		180	America/Argentina/Catamarca
3835994	Santa Rosa	-36.6166667	-64.2833333	AR	La Pampa		111424		176	America/Argentina/Mendoza
3836277	Santa Fe	-31.6333333	-60.7	AR	Santa Fe		468632		20	America/Argentina/Cordoba
3836564	San Salvador de Jujuy	-24.1833333	-65.3	AR	Jujuy		305891		1206	America/Argentina/Jujuy
3836620	San Ramón de la Nueva Orán	-23.1322304487324	-64.3259811401367	AR	Salta		74059		357	America/Argentina/Jujuy
3836669	San Rafael	-34.6	-68.3333333	AR	Mendoza		109163		691	America/Argentina/Mendoza
3836772	San Pedro	-24.2333333	-64.8666667	AR	Jujuy		58430		563	America/Argentina/Jujuy
3836846	San Nicolás de los Arroyos	-33.3302778	-60.2269444	AR	Buenos Aires		127742		6	America/Argentina/Buenos_Aires
3836873	San Miguel de Tucumán	-26.8166667	-65.2166667	AR	Tucumán		781023		437	America/Argentina/Catamarca
3836992	San Martín	-33.0666667	-68.4666667	AR	Mendoza		82549		656	America/Argentina/Mendoza
3837056	San Luis	-33.3	-66.35	AR	San Luis		183982		709	America/Argentina/Mendoza
3837213	San Juan	-31.5375	-68.5363889	AR	San Juan		447048		650	America/Argentina/Mendoza
3837675	San Francisco	-31.4333333	-62.0833333	AR	Córdoba		59062		123	America/Argentina/Cordoba
3837702	San Fernando del Valle de Catamarca	-28.4666667	-65.7833333	AR	Catamarca		188812		520	America/Argentina/La_Rioja
3837856	San Carlos de Bariloche	-41.15	-71.3	AR	Río Negro		95394		894	America/Argentina/Mendoza
3838233	Salta	-24.7833333	-65.4166667	AR	Salta		512686		1171	America/Argentina/Jujuy
3838583	Rosario	-32.9511111	-60.6663889	AR	Santa Fe		1173533		11	America/Argentina/Buenos_Aires
3838793	Río Tercero	-32.1833333	-64.1	AR	Córdoba		53389		365	America/Argentina/Cordoba
3838859	Río Gallegos	-51.6333333	-69.2166667	AR	Santa Cruz		85700		13	America/Argentina/Rio_Gallegos
3838874	Río Cuarto	-33.1333333	-64.35	AR	Córdoba		153757		422	America/Argentina/Cordoba
3839307	Rawson	-43.3	-65.1	AR	Chubut		26335		4	America/Argentina/Rio_Gallegos
3839479	Rafaela	-31.2666667	-61.4833333	AR	Santa Fe		88713		91	America/Argentina/Cordoba
3839982	Punta Alta	-38.8833333	-62.0833333	AR	Buenos Aires		57209		3	America/Argentina/Buenos_Aires
3840092	Puerto Madryn	-42.7666667	-65.05	AR	Chubut		64555		18	America/Argentina/Rio_Gallegos
3840300	Presidencia Roque Sáenz Peña	-26.7833333	-60.45	AR	Chaco		81879		87	America/Argentina/Catamarca
3841490	Pergamino	-33.8925	-60.5725	AR	Buenos Aires		87652		57	America/Argentina/Buenos_Aires
3841956	Paraná	-31.7333333	-60.5333333	AR	Entre Ríos		262295		68	America/Argentina/Cordoba
3842670	Olavarría	-36.9	-60.2833333	AR	Buenos Aires		86320		163	America/Argentina/Buenos_Aires
3842881	Nueve de Julio	-35.4541667	-60.8913889	AR	Buenos Aires		34718		83	America/Argentina/Buenos_Aires
3843123	Neuquén	-38.95	-68.0666667	AR	Neuquén		242092		255	America/Argentina/Mendoza
3844421	Mendoza	-32.8833333	-68.8166667	AR	Mendoza		876884		824	America/Argentina/Mendoza
3846864	Lincoln	-34.865	-61.5319444	AR	Buenos Aires		24798		78	America/Argentina/Buenos_Aires
3846915	Libertador General San Martín	-23.8	-64.8	AR	Jujuy		49267		473	America/Argentina/Jujuy
3848950	La Rioja	-29.4333333	-66.85	AR	La Rioja		162620		465	America/Argentina/La_Rioja
3853354	Junín	-34.585	-60.9588889	AR	Buenos Aires		85007		77	America/Argentina/Buenos_Aires
3855065	General Roca	-39.0333333	-67.5833333	AR	Río Negro		73212		232	America/Argentina/Mendoza
